Event ID,Artist,Genres,Date,Venue,City,State,Capacity,Number of Songs
18180,Tyler Childers,kentucky indie,15-06-2024,Summit Bechtel Reserve,Glen Jean,WV,,18
18181,Tyler Childers,kentucky indie,13-06-2024,United Center,Chicago,IL,"23,500",24
18182,Tyler Childers,kentucky indie,11-06-2024,Pine Knob Music Theatre,Clarkston,MI,"15,274",22
18183,Tyler Childers,kentucky indie,08-06-2024,Ameris Bank Amphitheatre,Alpharetta,GA,"12,000",21
18184,Tyler Childers,kentucky indie,07-06-2024,Ameris Bank Amphitheatre,Alpharetta,GA,"12,000",22
18185,Tyler Childers,kentucky indie,05-06-2024,MidFlorida Credit Union Amphitheatre,Tampa,FL,"20,000",22
18186,Tyler Childers,kentucky indie,03-06-2024,Camping World Stadium,Orlando,FL,"60,219",10
18187,Tyler Childers,kentucky indie,02-06-2024,Veterans United Home Loans Amphitheater at Virginia Beach,Virginia Beach,VA,,24
18188,Tyler Childers,kentucky indie,29-05-2024,Madison Square Garden,New York City,NY,"20,789",23
18189,Tyler Childers,kentucky indie,28-05-2024,Madison Square Garden,New York City,NY,"20,789",25
18190,Tyler Childers,kentucky indie,27-05-2024,CFG Bank Arena,Baltimore,MD,"14,000",23
18191,Tyler Childers,kentucky indie,25-05-2024,Harvard Athletic Complex,Boston,MA,,20
18192,Tyler Childers,kentucky indie,19-04-2024,Bridgestone Arena,Nashville,TN,"39,790",23
18193,Tyler Childers,kentucky indie,18-04-2024,Bridgestone Arena,Nashville,TN,"39,790",23
18194,Tyler Childers,kentucky indie,16-04-2024,Thompson-Boling Arena,Knoxville,TN,,24
18195,Tyler Childers,kentucky indie,15-04-2024,Legacy Arena at the BJCC,Birmingham,AL,,22
18196,Tyler Childers,kentucky indie,13-04-2024,Dickies Arena,Fort Worth,TX,"14,000",23
18197,Tyler Childers,kentucky indie,10-04-2024,Moody Center,Austin,TX,"2,442",23
18198,Tyler Childers,kentucky indie,09-04-2024,BOK Center,Tulsa,OK,"19,199",23
18199,Tyler Childers,kentucky indie,06-04-2024,Kia Forum,Inglewood,CA,"17,505",25
18200,Tyler Childers,kentucky indie,05-04-2024,Viejas Arena,San Diego,CA,"10,000",22
18201,Tyler Childers,kentucky indie,16-03-2024,Lucas Oil Live at WinStar World Casino & Resort,Thackerville,OK,,24
18202,Tyler Childers,kentucky indie,14-03-2024,Luck Ranch,Spicewood,TX,,13
18203,Tyler Childers,kentucky indie,28-01-2024,City Winery,Nashville,TN,,10
18204,Key Glock,memphis hip hop,28-07-2024,Audi Field,Washington,DC,,10
18205,Key Glock,memphis hip hop,29-06-2024,Generac Power Stage,Milwaukee,WI,,10
18206,Key Glock,memphis hip hop,22-06-2024,State Farm Arena,Atlanta,GA,"21,000",10
18207,Key Glock,memphis hip hop,14-06-2024,Great Stage Park,Manchester,TN,,10
18208,Key Glock,memphis hip hop,25-05-2024,Fair Park,Dallas,TX,,14
18209,Key Glock,memphis hip hop,07-04-2024,Dorothea Dix Park,Raleigh,NC,,10
18210,Kenny Loggins,album rock,07-12-2024,Peter Jay Sharp Theater,New York,NY,,10
18211,Kenny Loggins,album rock,20-09-2024,Private Venue,Carpinteria,CA,,10
18212,Jordin Sparks,dance pop,24-10-2024,Private Venue,Beverly Hills,CA,,10
18213,Jordin Sparks,dance pop,29-08-2024,The Atlantis,Washington,DC,,14
18214,Jordin Sparks,dance pop,02-08-2024,Wisconsin State Fair Park,West Allis,WI,,10
18215,Jordin Sparks,dance pop,19-06-2024,Hollywood Bowl,Los Angeles,CA,"10,258",10
18216,Jordin Sparks,dance pop,26-05-2024,Indianapolis Motor Speedway,Speedway,IN,,10
18217,Jordin Sparks,dance pop,01-01-2024,83 E. Colorado Blvd,Pasadena,CA,,10
18218,Jake Bugg,modern rock,14-10-2024,Teragram Ballroom,Los Angeles,CA,,22
18219,Jake Bugg,modern rock,12-10-2024,Exit/In,Nashville,TN,,22
18220,Jake Bugg,modern rock,11-10-2024,Lincoln Hall,Chicago,IL,,22
18221,Jake Bugg,modern rock,09-10-2024,Bowery Ballroom,New York,NY,,22
18222,LL Cool J,east coast hip hop,11-09-2024,UBS Arena,Elmont,NY,"18,000",10
18223,LL Cool J,east coast hip hop,03-05-2024,Carbone,Miami Beach,FL,,10
18224,The Zombies,baroque pop,12-04-2024,The Nancy and David Bilheimer Capitol Theatre,Clearwater,FL,,17
18225,The Zombies,baroque pop,11-04-2024,Culture Room,Fort Lauderdale,FL,,10
18226,The Zombies,baroque pop,07-04-2024,Norwegian Pearl - Stardust Theater,Miami,FL,,10
18227,The Zombies,baroque pop,06-04-2024,Norwegian Pearl - Stardust Theater,Miami,FL,,10
18228,The Zombies,baroque pop,03-04-2024,Variety Playhouse,Atlanta,GA,,18
18229,The Zombies,baroque pop,02-04-2024,Charleston Music Hall,Charleston,SC,,10
18230,The Zombies,baroque pop,31-03-2024,Carolina Theatre,Durham,NC,"1,048",18
18231,The Zombies,baroque pop,29-03-2024,The Jefferson Theater,Charlottesville,VA,,18
18232,The Zombies,baroque pop,27-03-2024,The Birchmere,Alexandria,VA,,18
18233,The Zombies,baroque pop,26-03-2024,Rams Head On Stage,Annapolis,MD,,18
18234,mgk,ohio hip hop,14-11-2024,Jewel Nightclub,Las Vegas,NV,,10
18235,mgk,ohio hip hop,24-10-2024,Private Venue,Beverly Hills,CA,,10
18236,mgk,ohio hip hop,24-09-2024,Skydeck on Broadway,Nashville,TN,,10
18237,mgk,ohio hip hop,08-09-2024,Huntington Bank Field,Cleveland,OH,,10
18238,mgk,ohio hip hop,11-08-2024,W 6th Street,Cleveland,OH,,26
18239,mgk,ohio hip hop,10-08-2024,FWD Day + Night Club,Cleveland,OH,,10
18240,mgk,ohio hip hop,25-07-2024,North Dakota State  Fair Grandstand,Minot,ND,,22
18241,mgk,ohio hip hop,24-07-2024,Cheyenne Frontier Days Arena,Cheyenne,WY,"19,000",22
18242,mgk,ohio hip hop,30-06-2024,Ventura County Fairgrounds,Ventura,CA,,10
18243,mgk,ohio hip hop,09-06-2024,Pan Pacific Park Gymnasium,Los Angeles,CA,,10
18244,mgk,ohio hip hop,07-06-2024,Ole Red,Nashville,TN,,12
18245,mgk,ohio hip hop,04-04-2024,Bluestone,Columbus,OH,,22
18246,mgk,ohio hip hop,02-04-2024,Irving Plaza,New York City,NY,"1,025",22
18247,mgk,ohio hip hop,15-02-2024,Indiana Convention Center,Indianapolis,IN,,18
18248,The Decemberists,baroque pop,03-08-2024,McMenamins Historic Edgefield Manor,Troutdale,OR,,15
18249,The Decemberists,baroque pop,03-08-2024,McMenamins Historic Edgefield Manor,Troutdale,OR,,10
18250,The Decemberists,baroque pop,02-08-2024,Mount Baker Theatre,Bellingham,WA,"1,200",16
18251,The Decemberists,baroque pop,01-08-2024,Woodland Park Zoo Amphitheatre,Seattle,WA,,10
18252,The Decemberists,baroque pop,01-08-2024,Woodland Park Zoo Amphitheatre,Seattle,WA,,16
18253,The Decemberists,baroque pop,31-07-2024,Woodland Park Zoo Amphitheatre,Seattle,WA,,17
18254,The Decemberists,baroque pop,31-07-2024,Woodland Park Zoo Amphitheatre,Seattle,WA,,10
18255,The Decemberists,baroque pop,27-07-2024,Spokane Pavilion,Spokane,WA,"1,500",17
18256,The Decemberists,baroque pop,27-07-2024,Spokane Pavilion,Spokane,WA,"1,500",10
18257,The Decemberists,baroque pop,26-07-2024,KettleHouse Amphitheater,Bonner,MT,"4,000",10
18258,The Decemberists,baroque pop,26-07-2024,KettleHouse Amphitheater,Bonner,MT,"4,000",16
18259,The Decemberists,baroque pop,24-07-2024,Sandy Amphitheater,Sandy City,UT,,10
18260,The Decemberists,baroque pop,24-07-2024,Sandy Amphitheater,Sandy City,UT,,15
18261,The Decemberists,baroque pop,23-07-2024,Mission Ballroom,Denver,CO,"3,900",17
18262,The Decemberists,baroque pop,23-07-2024,Mission Ballroom,Denver,CO,"3,900",10
18263,The Decemberists,baroque pop,22-07-2024,The Bridge,Santa Fe,NM,,17
18264,The Decemberists,baroque pop,22-07-2024,The Bridge,Santa Fe,NM,,10
18265,The Decemberists,baroque pop,20-07-2024,The Van Buren,Phoenix,AZ,"1,800",10
18266,The Decemberists,baroque pop,20-07-2024,The Van Buren,Phoenix,AZ,"1,800",16
18267,The Decemberists,baroque pop,19-07-2024,Rialto Theatre,Tucson,AZ,"1,200",15
18268,The Decemberists,baroque pop,19-07-2024,Rialto Theatre,Tucson,AZ,"1,200",10
18269,The Decemberists,baroque pop,18-07-2024,Humphreys,San Diego,CA,,17
18270,The Decemberists,baroque pop,18-07-2024,Humphreys,San Diego,CA,,10
18271,The Decemberists,baroque pop,17-07-2024,Jimmy Kimmel Live,Los Angeles,CA,,10
18272,The Decemberists,baroque pop,15-07-2024,The Bellwether,Los Angeles,CA,,15
18273,The Decemberists,baroque pop,15-07-2024,The Bellwether,Los Angeles,CA,,10
18274,The Decemberists,baroque pop,14-07-2024,The Bellwether,Los Angeles,CA,,18
18275,The Decemberists,baroque pop,14-07-2024,The Bellwether,Los Angeles,CA,,10
18276,The Decemberists,baroque pop,13-07-2024,Fox Theater,Bakersfield,CA,"1,500",14
18277,The Decemberists,baroque pop,13-07-2024,Fox Theater,Bakersfield,CA,"1,500",10
18278,The Decemberists,baroque pop,12-07-2024,Hayden Homes Amphitheater,Bend,OR,"8,000",15
18279,The Decemberists,baroque pop,12-07-2024,Hayden Homes Amphitheater,Bend,OR,"8,000",10
18280,The Decemberists,baroque pop,14-06-2024,Revolution Hall,Portland,OR,,18
18281,The Decemberists,baroque pop,24-05-2024,Ryman Auditorium,Nashville,TN,"2,072",10
18282,The Decemberists,baroque pop,24-05-2024,Ryman Auditorium,Nashville,TN,"2,072",15
18283,The Decemberists,baroque pop,23-05-2024,Holliday Park,Indianapolis,IN,,17
18284,The Decemberists,baroque pop,23-05-2024,Holliday Park,Indianapolis,IN,,10
18285,The Decemberists,baroque pop,22-05-2024,Royal Oak Music Theatre,Royal Oak,MI,"1,700",15
18286,The Decemberists,baroque pop,22-05-2024,Royal Oak Music Theatre,Royal Oak,MI,"1,700",10
18287,The Decemberists,baroque pop,21-05-2024,The Salt Shed,Chicago,IL,,16
18288,The Decemberists,baroque pop,21-05-2024,The Salt Shed,Chicago,IL,,10
18289,The Decemberists,baroque pop,19-05-2024,Palace Theatre,Columbus,OH,"2,695",10
18290,The Decemberists,baroque pop,19-05-2024,Palace Theatre,Columbus,OH,"2,695",15
18291,The Decemberists,baroque pop,18-05-2024,Riverside Theater,Milwaukee,WI,"2,125",15
18292,The Decemberists,baroque pop,18-05-2024,Riverside Theater,Milwaukee,WI,"2,125",10
18293,The Decemberists,baroque pop,17-05-2024,The Pageant,St. Louis,MO,"2,300",15
18294,The Decemberists,baroque pop,17-05-2024,The Pageant,St. Louis,MO,"2,300",10
18295,The Decemberists,baroque pop,15-05-2024,Bass Concert Hall,Austin,TX,"28,000",15
18296,The Decemberists,baroque pop,15-05-2024,Bass Concert Hall,Austin,TX,"28,000",10
18297,The Decemberists,baroque pop,14-05-2024,Majestic Theatre,San Antonio,TX,"1,477",16
18298,The Decemberists,baroque pop,14-05-2024,Majestic Theatre,San Antonio,TX,"1,477",10
18299,The Decemberists,baroque pop,12-05-2024,The Eastern,Atlanta,GA,,15
18300,The Decemberists,baroque pop,12-05-2024,The Eastern,Atlanta,GA,,10
18301,The Decemberists,baroque pop,11-05-2024,Durham Performing Arts Center,Durham,NC,"2,712",10
18302,The Decemberists,baroque pop,11-05-2024,Durham Performing Arts Center,Durham,NC,"2,712",15
18303,The Decemberists,baroque pop,10-05-2024,The Anthem,"Washington, D.C.",DC,"6,000",10
18304,The Decemberists,baroque pop,10-05-2024,The Anthem,"Washington, D.C.",DC,"6,000",15
18305,The Decemberists,baroque pop,09-05-2024,The Music Hall at World Cafe Live,Philadelphia,PA,,10
18306,The Decemberists,baroque pop,08-05-2024,The Fillmore Philadelphia,Philadelphia,PA,,15
18307,The Decemberists,baroque pop,08-05-2024,The Fillmore Philadelphia,Philadelphia,PA,,10
18308,The Decemberists,baroque pop,07-05-2024,Stage AE,Pittsburgh,PA,"13,592",15
18309,The Decemberists,baroque pop,07-05-2024,Stage AE,Pittsburgh,PA,"13,592",10
18310,The Decemberists,baroque pop,04-05-2024,College Street Music Hall,New Haven,CT,,10
18311,The Decemberists,baroque pop,04-05-2024,College Street Music Hall,New Haven,CT,,15
18312,The Decemberists,baroque pop,03-05-2024,Brooklyn Paramount,Brooklyn,NY,,10
18313,The Decemberists,baroque pop,03-05-2024,Brooklyn Paramount,Brooklyn,NY,,15
18314,The Decemberists,baroque pop,02-05-2024,Roadrunner,Boston,MA,"3,500",10
18315,The Decemberists,baroque pop,02-05-2024,Roadrunner,Boston,MA,"3,500",16
18316,The Decemberists,baroque pop,30-04-2024,Ulster Performing Arts Centre,Kingston,NY,,10
18317,The Decemberists,baroque pop,30-04-2024,Ulster Performing Arts Centre,Kingston,NY,,17
18318,The Decemberists,baroque pop,24-04-2024,KEXP Studios,Seattle,WA,,10
18319,Ben Harper,neo mellow,15-12-2024,Lodge Room Highland Park,Los Angeles,CA,,10
18320,Kansas,album rock,11-12-2024,Benedum Center for the Performing Arts,Pittsburgh,PA,,20
18321,Kansas,album rock,08-12-2024,Santander Performing Arts Center,Reading,PA,"8,800",20
18322,Kansas,album rock,06-12-2024,Berglund Performing Arts Theatre,Roanoke,VA,,19
18323,Kansas,album rock,05-12-2024,Crown Theatre,Fayetteville,NC,,10
18324,Kansas,album rock,24-11-2024,Brown County Music Center,Nashville,IN,,10
18325,Kansas,album rock,23-11-2024,Brown County Music Center,Nashville,IN,,19
18326,Kansas,album rock,22-11-2024,Luther F. Carson Four Rivers Center,Paducah,KY,,20
18327,Kansas,album rock,16-11-2024,Spartanburg Memorial Auditorium,Spartanburg,SC,"15,000",20
18328,Kansas,album rock,15-11-2024,Columbia County Performing Arts Center,Evans,GA,,10
18329,Kansas,album rock,09-11-2024,Rialto Square Theatre,Joliet,IL,"1,966",20
18330,Kansas,album rock,08-11-2024,Peoria Civic Center Theatre,Peoria,IL,,10
18331,Kansas,album rock,02-11-2024,Fox Cities Performing Arts Center,Appleton,WI,"2,100",20
18332,Kansas,album rock,01-11-2024,Coronado Performing Arts Center,Rockford,IL,"2,310",20
18333,Kansas,album rock,26-10-2024,ACL Live at The Moody Theater,Austin,TX,,20
18334,Kansas,album rock,25-10-2024,Wagner Noël Performing Arts Center,Midland,TX,"7,000",17
18335,Kansas,album rock,19-10-2024,Shreveport Municipal Auditorium,Shreveport,LA,,10
18336,Kansas,album rock,12-10-2024,Cheyenne Civic Center,Cheyenne,WY,"1,491",21
18337,Kansas,album rock,11-10-2024,Pikes Peak Center,Colorado Springs,CO,,20
18338,Kansas,album rock,05-10-2024,Hartman Arena,Wichita,KS,"6,500",20
18339,Kansas,album rock,04-10-2024,Topeka Performing Arts Center,Topeka,KS,"2,417",20
18340,Kansas,album rock,03-10-2024,Topeka Performing Arts Center,Topeka,KS,"2,417",10
18341,Kansas,album rock,28-09-2024,Smith Center for the Performing Arts,Las Vegas,NV,,10
18342,Kansas,album rock,27-09-2024,Mesa Arts Center,Mesa,AZ,,20
18343,Kansas,album rock,24-09-2024,Fred Kavli Theatre,Thousand Oaks,CA,,20
18344,Kansas,album rock,22-09-2024,Humphreys,San Diego,CA,,16
18345,Kansas,album rock,20-09-2024,Agua Caliente Casino,Rancho Mirage,CA,,10
18346,Kansas,album rock,19-09-2024,Pechanga Resort & Casino,Temecula,CA,,16
18347,Kansas,album rock,17-09-2024,The Mountain Winery,Saratoga,CA,,16
18348,Kansas,album rock,15-09-2024,Spirit Mountain Casino,Grand Ronde,OR,,16
18349,Kansas,album rock,13-09-2024,The Venue at Thunder Valley,Lincoln,CA,"6,400",16
18350,Kansas,album rock,07-09-2024,Clay County Fairgrounds,Spencer,IA,,10
18351,Kansas,album rock,30-08-2024,Iroquois Amphitheater,Louisville,KY,,16
18352,Kansas,album rock,29-08-2024,Du Quoin State Fairgrounds,Du Quoin,IL,,10
18353,Kansas,album rock,19-08-2024,ICCU Grandstand at the Western Idaho Fair,Garden City,ID,,16
18354,Kansas,album rock,16-08-2024,Peppermill Concert Hall,West Wendover,NV,,10
18355,Kansas,album rock,15-08-2024,Peppermill Concert Hall,West Wendover,NV,,16
18356,Kansas,album rock,10-08-2024,Honeywell Center,Wabash,IN,,11
18357,Kansas,album rock,09-08-2024,Veterans Memorial Civic and Convention Center,Lima,OH,,10
18358,Kansas,album rock,08-08-2024,Frederik Meijer Gardens Amphitheater,Grand Rapids,MI,,15
18359,Kansas,album rock,03-08-2024,Circus Maximus Theater,Atlantic City,NJ,"1,600",15
18360,Kansas,album rock,02-08-2024,The Hall at Live! Casino & Hotel Maryland,Hanover,MD,,15
18361,Kansas,album rock,31-07-2024,Freeman Arts Pavilion,Selbyville,DE,"4,000",15
18362,Kansas,album rock,18-05-2024,College Street Music Hall,New Haven,CT,,20
18363,Kansas,album rock,17-05-2024,Providence Performing Arts Center,Providence,RI,"1,980",20
18364,Kansas,album rock,16-05-2024,Tilles Center for the Performing Arts,Brookville,NY,,20
18365,Kansas,album rock,11-05-2024,Palace Theatre,Columbus,OH,"2,695",20
18366,Kansas,album rock,10-05-2024,Capitol Center for the Arts,Concord,NH,,10
18367,Kansas,album rock,02-05-2024,Kodak Center,Rochester,NY,"1,968",20
18368,Kansas,album rock,27-04-2024,American Music Theatre,Lancaster,PA,"4,182",20
18369,Kansas,album rock,26-04-2024,Mayo Performing Arts Center,Morristown,NJ,,20
18370,Kansas,album rock,20-04-2024,Midland Theatre,Newark,OH,"1,800",20
18371,Kansas,album rock,19-04-2024,Peoples Bank Theatre,Marietta,OH,,20
18372,Kansas,album rock,13-04-2024,Genesee Theatre,Waukegan,IL,"2,427",20
18373,Kansas,album rock,12-04-2024,Virginia Theatre,Champaign,IL,,20
18374,Kansas,album rock,06-04-2024,The Lerner Theatre,Elkhart,IN,,20
18375,Kansas,album rock,05-04-2024,Stranahan Theater,Toledo,OH,"2,424",10
18376,Kansas,album rock,23-03-2024,The Stiefel Theatre,Salina,KS,,10
18377,Kansas,album rock,22-03-2024,The Stiefel Theatre,Salina,KS,,10
18378,Kansas,album rock,17-03-2024,The Plaza Theatre Performing Arts Center,El Paso,TX,,10
18379,Kansas,album rock,16-03-2024,Kiva Auditorium,Albuquerque,NM,,20
18380,Kansas,album rock,14-03-2024,Fox Tucson Theatre,Tucson,AZ,"1,197",10
18381,Kansas,album rock,09-03-2024,Missouri Theater,St. Joseph,MO,,18
18382,Kansas,album rock,08-03-2024,Gillioz Theatre,Springfield,MO,"1,015",10
18383,Kansas,album rock,02-03-2024,Capital One Hall,Tysons,VA,"3,003",20
18384,Kansas,album rock,01-03-2024,Carpenter Theatre at Dominion Energy Center,Richmond,VA,,20
18385,Kansas,album rock,03-02-2024,BJCC Concert Hall,Birmingham,AL,,20
18386,Kansas,album rock,02-02-2024,Saenger Theater,Pensacola,FL,,20
18387,Kansas,album rock,28-01-2024,Au-Rene Theater at The Broward Center for the Performing Arts,Fort Lauderdale,FL,,20
18388,Kansas,album rock,27-01-2024,Maxwell C. King Center for the Performing Arts,Melbourne,FL,,19
18389,Kansas,album rock,20-01-2024,Ruth Eckerd Hall,Clearwater,FL,"2,180",20
18390,Kansas,album rock,19-01-2024,Barbara B. Mann Performing Arts Hall,Fort Myers,FL,"1,874",20
18391,Kansas,album rock,13-01-2024,North Charleston Performing Arts Center,North Charleston,SC,"15,000",20
18392,Kansas,album rock,12-01-2024,Florida Theatre,Jacksonville,FL,"1,900",20
18393,Chet Faker,art pop,13-09-2024,Pappy & Harriet's Palace,Pioneertown,CA,,10
18394,City and Colour,canadian folk,12-11-2024,The Fillmore Detroit,Detroit,MI,,20
18395,City and Colour,canadian folk,11-11-2024,Bogart's,Cincinnati,OH,,20
18396,City and Colour,canadian folk,09-11-2024,Pabst Theater,Milwaukee,WI,"1,500",21
18397,City and Colour,canadian folk,07-11-2024,The Admiral,Omaha,NE,,21
18398,City and Colour,canadian folk,06-11-2024,Val Air Ballroom,West Des Moines,IA,,19
18399,City and Colour,canadian folk,04-11-2024,Liberty Hall,Lawrence,KS,,10
18400,City and Colour,canadian folk,03-11-2024,TempleLive,Wichita,KS,,10
18401,City and Colour,canadian folk,01-11-2024,The Aztec Theatre,San Antonio,TX,,20
18402,City and Colour,canadian folk,31-10-2024,House of Blues,Houston,TX,"22,309",20
18403,City and Colour,canadian folk,29-10-2024,Hard Rock Live,Atlantic City,NJ,"7,000",19
18404,City and Colour,canadian folk,28-10-2024,The Ritz Ybor,Tampa,FL,,19
18405,City and Colour,canadian folk,15-09-2024,The Rooftop at Pier 17,New York City,NY,"3,500",14
18406,City and Colour,canadian folk,13-09-2024,Frog Alley Brewing,Schenectady,NY,,10
18407,City and Colour,canadian folk,12-09-2024,Tree House Brewing Company - Deerfield,South Deerfield,MA,,14
18408,City and Colour,canadian folk,10-09-2024,Thompson's Point,Portland,ME,,14
18409,City and Colour,canadian folk,08-09-2024,Levitt Pavilion SteelStacks,Bethlehem,PA,,14
18410,City and Colour,canadian folk,07-09-2024,College Street Music Hall,New Haven,CT,,14
18411,City and Colour,canadian folk,06-09-2024,Lyric Performing Arts Center,Baltimore,MD,"2,564",12
18412,City and Colour,canadian folk,04-09-2024,Maymont,Richmond,VA,,13
18413,City and Colour,canadian folk,02-09-2024,Greenfield Lake Amphitheater,Wilmington,NC,"1,200",10
18414,City and Colour,canadian folk,01-09-2024,Filene Center at Wolf Trap,Vienna,VA,,13
18415,City and Colour,canadian folk,30-08-2024,Firefly Distillery,North Charleston,SC,,13
18416,City and Colour,canadian folk,29-08-2024,The Eastern,Atlanta,GA,,13
18417,City and Colour,canadian folk,13-07-2024,Big Mountain Ranch,Whitefish,MT,,10
18418,City and Colour,canadian folk,20-05-2024,Stage AE,Pittsburgh,PA,"13,592",19
18419,City and Colour,canadian folk,19-05-2024,House of Blues,Houston,TX,"22,309",19
18420,City and Colour,canadian folk,17-05-2024,The NorVa,Norfolk,VA,"2,500",19
18421,City and Colour,canadian folk,16-05-2024,TD Pavilion at the Mann,Philadelphia,PA,,10
18422,City and Colour,canadian folk,14-05-2024,Louisville Palace Theatre,Louisville,KY,,19
18423,City and Colour,canadian folk,13-05-2024,Ryman Auditorium,Nashville,TN,"2,072",19
18424,City and Colour,canadian folk,10-05-2024,Joy Theater,New Orleans,LA,"1,250",17
18425,City and Colour,canadian folk,08-05-2024,The Criterion,Oklahoma City,OK,"4,000",20
18426,City and Colour,canadian folk,06-05-2024,The Lensic Performing Arts Center,Santa Fe,NM,,10
18427,City and Colour,canadian folk,03-05-2024,Redondo Beach Pier,Redondo Beach,CA,,12
18428,City and Colour,canadian folk,02-05-2024,Golden State Theatre,Monterey,CA,"1,185",17
18429,The War on Drugs,chamber pop,07-10-2024,Hollywood Bowl,Los Angeles,CA,"10,258",10
18430,The War on Drugs,chamber pop,06-10-2024,William Randolph Hearst Greek Theatre,Berkeley,CA,,10
18431,The War on Drugs,chamber pop,05-10-2024,Village Lawn at The Meritage Resort and Spa,Napa,CA,,10
18432,The War on Drugs,chamber pop,03-10-2024,Moda Center,Portland,OR,"19,980",10
18433,The War on Drugs,chamber pop,01-10-2024,Climate Pledge Arena,Seattle,WA,"47,116",10
18434,The War on Drugs,chamber pop,29-09-2024,Granary Live,Salt Lake City,UT,,11
18435,The War on Drugs,chamber pop,28-09-2024,Fiddler's Green Amphitheatre,Greenwood Village,CO,"18,000",10
18436,The War on Drugs,chamber pop,26-09-2024,Breese Stevens Field,Madison,WI,,10
18437,The War on Drugs,chamber pop,25-09-2024,Michigan Lottery Amphitheatre at Freedom Hill,Sterling Heights,MI,"7,200",10
18438,The War on Drugs,chamber pop,24-09-2024,United Center,Chicago,IL,"23,500",10
18439,The War on Drugs,chamber pop,22-09-2024,Highland Festival Grounds at the Kentucky Expo Center,Louisville,KY,,10
18440,The War on Drugs,chamber pop,21-09-2024,Blossom Music Center,Cuyahoga Falls,OH,"23,000",11
18441,The War on Drugs,chamber pop,17-09-2024,TD Pavilion at the Mann,Philadelphia,PA,,11
18442,The War on Drugs,chamber pop,16-09-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",11
18443,The War on Drugs,chamber pop,14-09-2024,Xfinity Center,Mansfield,MA,"19,900",10
18444,The War on Drugs,chamber pop,13-09-2024,Forest Hills Stadium,Queens,NY,"14,000",10
18445,The War on Drugs,chamber pop,12-09-2024,Bank of New Hampshire Pavilion at Meadowbrook,Gilford,NH,,10
18446,The War on Drugs,chamber pop,27-07-2024,Fort Adams State Park,Newport,RI,,10
18447,The War on Drugs,chamber pop,18-05-2024,Brookside Park,Pasadena,CA,,10
18448,Ryan Adams,alternative country,27-11-2024,Isaac Stern Auditorium at Carnegie Hall,New York,NY,,30
18449,Ryan Adams,alternative country,25-11-2024,Shubert Theatre,Boston,MA,"1,600",31
18450,Ryan Adams,alternative country,08-11-2024,Wild Horse Pass Hotel and Casino,Chandler,AZ,,34
18451,Ryan Adams,alternative country,17-08-2024,Sugar Loaf Performing Arts Center,Sugar Loaf,NY,,28
18452,Ryan Adams,alternative country,16-08-2024,Keswick Theatre,Glenside,PA,"2,500",32
18453,Ryan Adams,alternative country,11-08-2024,Riverwalk Center,Breckenridge,CO,,20
18454,Ryan Adams,alternative country,10-08-2024,Chautauqua Auditorium,Boulder,CO,,23
18455,Ryan Adams,alternative country,09-08-2024,Chautauqua Auditorium,Boulder,CO,,28
18456,Ryan Adams,alternative country,15-07-2024,Center for the Arts,Jackson,WY,,10
18457,Ryan Adams,alternative country,14-07-2024,Pine Creek Lodge,Livingston,MT,,34
18458,Ryan Adams,alternative country,13-07-2024,Pine Creek Lodge,Livingston,MT,,29
18459,Ryan Adams,alternative country,29-06-2024,Tabernacle,Atlanta,GA,,41
18460,Ryan Adams,alternative country,26-06-2024,Thomas Wolfe Auditorium,Asheville,NC,"2,431",40
18461,Ryan Adams,alternative country,25-06-2024,Miller Theater,Augusta,GA,,33
18462,Ryan Adams,alternative country,22-06-2024,The Riviera Theater,Charleston,SC,,36
18463,Ryan Adams,alternative country,21-06-2024,Martin Marietta Center for the Performing Arts,Raleigh,NC,,41
18464,Ryan Adams,alternative country,20-06-2024,Knight Theater,Charlotte,NC,,37
18465,Ryan Adams,alternative country,18-06-2024,Lyric Theatre,Birmingham,AL,,40
18466,Ryan Adams,alternative country,16-06-2024,Joy Theater,New Orleans,LA,"1,250",35
18467,Ryan Adams,alternative country,15-06-2024,ACL Live at The Moody Theater,Austin,TX,,37
18468,Ryan Adams,alternative country,09-06-2024,The Guild Theatre,Menlo Park,CA,,33
18469,Ryan Adams,alternative country,08-06-2024,The Guild Theatre,Menlo Park,CA,,34
18470,Ryan Adams,alternative country,07-06-2024,The Guild Theatre,Menlo Park,CA,,35
18471,Bone Thugs-n-Harmony,gangster rap,27-12-2024,House of Blues,Houston,TX,"22,309",10
18472,Bone Thugs-n-Harmony,gangster rap,02-11-2024,National Orange Show Events Center,San Bernardino,CA,,10
18473,Bone Thugs-n-Harmony,gangster rap,19-10-2024,Footprint Center,Phoenix,AZ,"17,716",10
18474,Bone Thugs-n-Harmony,gangster rap,29-08-2024,The Bridge,Santa Fe,NM,,10
18475,Bone Thugs-n-Harmony,gangster rap,26-07-2024,Sunshine Studios,Colorado Springs,CO,,10
18476,Bone Thugs-n-Harmony,gangster rap,06-07-2024,Timberwood Amphitheater at Magic Springs,Hot Springs,AR,,10
18477,Bone Thugs-n-Harmony,gangster rap,07-06-2024,Piere's Entertainment Center,Fort Wayne,IN,,10
18478,Bone Thugs-n-Harmony,gangster rap,06-06-2024,Sound Board Theater,Detroit,MI,,10
